id,side_type,bbox_glb,center_x,center_y,center_z,size_x,size_y,size_z
wall_left,x_min,unity_y_up/wall_boxes/wall_left_bbox.glb,-0.052500000000000005,0.5008563101291656,-0.5974999999999999,0.09,1.0017126202583313,1.2199999999999998
wall_right,x_max,unity_y_up/wall_boxes/wall_right_bbox.glb,2.2125,0.5008563101291656,-0.5974999999999999,0.08999999999999986,1.0017126202583313,1.2199999999999998
wall_front_y_min,y_min,unity_y_up/wall_boxes/wall_front_y_min_bbox.glb,1.0799999999999998,0.5008563101291656,0.012500000000000004,2.265,1.0017126202583313,0.053874138370156296
wall_back_y_max,y_max,unity_y_up/wall_boxes/wall_back_y_max_bbox.glb,1.0799999999999998,0.5008563101291656,-1.2074999999999998,2.265,1.0017126202583313,0.03500000000000014
